"Step","fp6_e2m3_fp6_e3m2 - optim/total_grad_norm","fp6_e2m3_fp6_e3m2 - optim/total_grad_norm__MIN","fp6_e2m3_fp6_e3m2 - optim/total_grad_norm__MAX"
"100","0.29404884576797485","0.29404884576797485","0.29404884576797485"
"200","0.5967726111412048","0.5967726111412048","0.5967726111412048"
"300","0.9230157136917114","0.9230157136917114","0.9230157136917114"
"400","1.0986440181732178","1.0986440181732178","1.0986440181732178"
"500","1.4434447288513184","1.4434447288513184","1.4434447288513184"
"600","1.365151047706604","1.365151047706604","1.365151047706604"
"700","1.9054428339004517","1.9054428339004517","1.9054428339004517"
"800","1.2990081310272217","1.2990081310272217","1.2990081310272217"
"900","1.698229193687439","1.698229193687439","1.698229193687439"
"1000","2.219146251678467","2.219146251678467","2.219146251678467"
"1100","2.272385597229004","2.272385597229004","2.272385597229004"
"1200","2.636934518814087","2.636934518814087","2.636934518814087"
"1300","2.386913299560547","2.386913299560547","2.386913299560547"
"1400","2.072842597961426","2.072842597961426","2.072842597961426"
"1500","1.8763045072555542","1.8763045072555542","1.8763045072555542"
"1600","1.5251444578170776","1.5251444578170776","1.5251444578170776"
"1700","2.2164037227630615","2.2164037227630615","2.2164037227630615"
"1800","1.728814721107483","1.728814721107483","1.728814721107483"
"1900","1.7236148118972778","1.7236148118972778","1.7236148118972778"
"2000","1.7503098249435425","1.7503098249435425","1.7503098249435425"
"2100","2.0345711708068848","2.0345711708068848","2.0345711708068848"
"2200","1.7777727842330933","1.7777727842330933","1.7777727842330933"
"2300","1.6090128421783447","1.6090128421783447","1.6090128421783447"
"2400","2.079603433609009","2.079603433609009","2.079603433609009"
"2500","1.8566293716430664","1.8566293716430664","1.8566293716430664"
"2600","1.7964304685592651","1.7964304685592651","1.7964304685592651"
"2700","1.8004659414291382","1.8004659414291382","1.8004659414291382"
"2800","1.574271321296692","1.574271321296692","1.574271321296692"
"2900","1.6867870092391968","1.6867870092391968","1.6867870092391968"
"3000","1.698095440864563","1.698095440864563","1.698095440864563"
"3100","1.5977444648742676","1.5977444648742676","1.5977444648742676"
"3200","1.5476443767547607","1.5476443767547607","1.5476443767547607"
"3300","1.4063416719436646","1.4063416719436646","1.4063416719436646"
"3400","1.3853925466537476","1.3853925466537476","1.3853925466537476"
"3500","1.5621061325073242","1.5621061325073242","1.5621061325073242"
"3600","1.2925080060958862","1.2925080060958862","1.2925080060958862"
"3700","1.310678243637085","1.310678243637085","1.310678243637085"
"3800","1.335161805152893","1.335161805152893","1.335161805152893"
"3900","1.1837927103042603","1.1837927103042603","1.1837927103042603"
"4000","1.3390899896621704","1.3390899896621704","1.3390899896621704"
"4100","1.3522056341171265","1.3522056341171265","1.3522056341171265"
"4200","1.318101406097412","1.318101406097412","1.318101406097412"
"4300","1.1861144304275513","1.1861144304275513","1.1861144304275513"
"4400","1.2911955118179321","1.2911955118179321","1.2911955118179321"
"4500","1.2563438415527344","1.2563438415527344","1.2563438415527344"
"4600","0.9986611008644104","0.9986611008644104","0.9986611008644104"
"4700","1.1759634017944336","1.1759634017944336","1.1759634017944336"
"4800","1.0013091564178467","1.0013091564178467","1.0013091564178467"
"4900","1.0233972072601318","1.0233972072601318","1.0233972072601318"
"5000","1.0587172508239746","1.0587172508239746","1.0587172508239746"
"5100","1.0284117460250854","1.0284117460250854","1.0284117460250854"
"5200","1.0141136646270752","1.0141136646270752","1.0141136646270752"
"5300","0.9475226998329163","0.9475226998329163","0.9475226998329163"
"5400","1.0569673776626587","1.0569673776626587","1.0569673776626587"
"5500","0.8751389980316162","0.8751389980316162","0.8751389980316162"
"5600","0.9188194274902344","0.9188194274902344","0.9188194274902344"
"5700","1.1596364974975586","1.1596364974975586","1.1596364974975586"
"5800","0.7884389162063599","0.7884389162063599","0.7884389162063599"
"5900","1.0545600652694702","1.0545600652694702","1.0545600652694702"
"6000","0.8033493757247925","0.8033493757247925","0.8033493757247925"
"6100","0.9029504060745239","0.9029504060745239","0.9029504060745239"
"6200","0.7155054211616516","0.7155054211616516","0.7155054211616516"
"6300","0.8445172905921936","0.8445172905921936","0.8445172905921936"
"6400","0.7513867020606995","0.7513867020606995","0.7513867020606995"
"6500","0.8721688389778137","0.8721688389778137","0.8721688389778137"
"6600","0.8120751976966858","0.8120751976966858","0.8120751976966858"
"6700","0.6571308374404907","0.6571308374404907","0.6571308374404907"
"6800","0.6771348118782043","0.6771348118782043","0.6771348118782043"
