"Step","fp6_e2m3_fp6_e3m2 - optim/total_grad_norm","fp6_e2m3_fp6_e3m2 - optim/total_grad_norm__MIN","fp6_e2m3_fp6_e3m2 - optim/total_grad_norm__MAX"
"100","0.38429489731788635","0.38429489731788635","0.38429489731788635"
"200","0.6834825277328491","0.6834825277328491","0.6834825277328491"
"300","1.3002921342849731","1.3002921342849731","1.3002921342849731"
"400","1.287972092628479","1.287972092628479","1.287972092628479"
"500","1.1428358554840088","1.1428358554840088","1.1428358554840088"
"600","1.141754388809204","1.141754388809204","1.141754388809204"
"700","1.4189138412475586","1.4189138412475586","1.4189138412475586"
"800","1.7326221466064453","1.7326221466064453","1.7326221466064453"
"900","1.9004029035568237","1.9004029035568237","1.9004029035568237"
"1000","1.2613264322280884","1.2613264322280884","1.2613264322280884"
"1100","1.9839458465576172","1.9839458465576172","1.9839458465576172"
"1200","1.935543417930603","1.935543417930603","1.935543417930603"
"1300","1.7256287336349487","1.7256287336349487","1.7256287336349487"
"1400","1.3853005170822144","1.3853005170822144","1.3853005170822144"
"1500","1.687836766242981","1.687836766242981","1.687836766242981"
"1600","2.49191951751709","2.49191951751709","2.49191951751709"
"1700","1.495582103729248","1.495582103729248","1.495582103729248"
"1800","1.284346342086792","1.284346342086792","1.284346342086792"
"1900","1.608824372291565","1.608824372291565","1.608824372291565"
"2000","1.256548523902893","1.256548523902893","1.256548523902893"
"2100","1.7695121765136719","1.7695121765136719","1.7695121765136719"
"2200","1.342130184173584","1.342130184173584","1.342130184173584"
"2300","1.2586991786956787","1.2586991786956787","1.2586991786956787"
"2400","1.3017722368240356","1.3017722368240356","1.3017722368240356"
"2500","1.3188189268112183","1.3188189268112183","1.3188189268112183"
"2600","1.4751386642456055","1.4751386642456055","1.4751386642456055"
"2700","1.1560934782028198","1.1560934782028198","1.1560934782028198"
"2800","1.1629817485809326","1.1629817485809326","1.1629817485809326"
"2900","1.079990029335022","1.079990029335022","1.079990029335022"
"3000","1.3766915798187256","1.3766915798187256","1.3766915798187256"
"3100","1.1138958930969238","1.1138958930969238","1.1138958930969238"
"3200","1.2099066972732544","1.2099066972732544","1.2099066972732544"
"3300","1.044579029083252","1.044579029083252","1.044579029083252"
"3400","0.8723570108413696","0.8723570108413696","0.8723570108413696"
"3500","0.9487075209617615","0.9487075209617615","0.9487075209617615"
"3600","0.7975118160247803","0.7975118160247803","0.7975118160247803"
"3700","0.8121613264083862","0.8121613264083862","0.8121613264083862"
"3800","0.8410332798957825","0.8410332798957825","0.8410332798957825"
"3900","0.9639087915420532","0.9639087915420532","0.9639087915420532"
"4000","0.8503605723381042","0.8503605723381042","0.8503605723381042"
"4100","0.8684530854225159","0.8684530854225159","0.8684530854225159"
"4200","0.6941936612129211","0.6941936612129211","0.6941936612129211"
"4300","0.7434712052345276","0.7434712052345276","0.7434712052345276"
"4400","0.7221863865852356","0.7221863865852356","0.7221863865852356"
"4500","0.6075463891029358","0.6075463891029358","0.6075463891029358"
"4600","0.5382806658744812","0.5382806658744812","0.5382806658744812"
"4700","0.6531282067298889","0.6531282067298889","0.6531282067298889"
"4800","0.6516796350479126","0.6516796350479126","0.6516796350479126"
"4900","0.5774717926979065","0.5774717926979065","0.5774717926979065"
"5000","0.586406946182251","0.586406946182251","0.586406946182251"
"5100","0.5745363831520081","0.5745363831520081","0.5745363831520081"
"5200","0.4907071590423584","0.4907071590423584","0.4907071590423584"
"5300","0.5620623230934143","0.5620623230934143","0.5620623230934143"
"5400","0.5461569428443909","0.5461569428443909","0.5461569428443909"
"5500","0.5651769042015076","0.5651769042015076","0.5651769042015076"
"5600","0.4980317950248718","0.4980317950248718","0.4980317950248718"
"5700","0.5081902742385864","0.5081902742385864","0.5081902742385864"
"5800","0.4723985493183136","0.4723985493183136","0.4723985493183136"
"5900","0.43603917956352234","0.43603917956352234","0.43603917956352234"
"6000","0.45895978808403015","0.45895978808403015","0.45895978808403015"
