run_id,run_name,ratio,loss_curve,grad_norm_curve
m5zypoan,fp6_e3m2_fp6_e3m2,87.34966253849682,"[4.537109375, 3.994140625, 3.6240234375, 3.462890625, 3.2939453125, 3.15625, 3.068359375, 3.0009765625, 2.9443359375, 2.90234375, 2.8515625, 2.7900390625, 2.7490234375, 2.712890625, 2.6884765625, 2.6552734375, 2.6201171875, 2.6083984375, 2.572265625, 2.556640625, 2.546875, 2.5244140625, 2.509765625, 2.4755859375, 2.4755859375, 2.4541015625, 2.46875, 2.4541015625, 2.421875, 2.421875, 2.408203125, 2.3818359375, 2.3984375, 2.36328125, 2.3818359375, 2.3798828125, 2.384765625, 2.3603515625, 2.3623046875, 2.3544921875, 2.3623046875, 2.3359375, 2.3232421875, 2.3251953125, 2.3486328125, 2.3232421875, 2.3291015625, 2.3173828125, 2.3232421875, 2.3291015625, 2.3017578125, 2.302734375, 2.310546875, 2.3037109375, 2.3095703125, 2.2978515625, 2.2890625, 2.291015625, 2.2919921875, 2.298828125, 2.287109375, 2.279296875, 2.2958984375, 2.2861328125, 2.28125]","[0.48277267813682556, 0.3147713243961334, 0.23753909766674042, 0.484956294298172, 0.3870542645454407, 1.0650718212127686, 0.8202312588691711, 0.7888228297233582, 1.2110780477523804, 1.7571594715118408, 1.7939684391021729, 1.6512706279754639, 1.0630602836608887, 1.4398621320724487, 1.3098158836364746, 0.9660968780517578, 1.6178935766220093, 0.8016288876533508, 0.9673820734024048, 0.7972176671028137, 0.8572774529457092, 1.1304526329040527, 1.065459132194519, 0.9322623610496521, 0.8159522414207458, 0.7662383317947388, 0.7627745270729065, 0.9222587943077087, 0.8273520469665527, 0.7618687748908997, 0.7290989756584167, 0.8547917008399963, 0.5518088936805725, 0.8648134469985962, 0.5839095711708069, 0.7645899057388306, 0.7172558903694153, 0.8005070090293884, 0.5700210928916931, 0.625572919845581, 0.5984348058700562, 0.6881677508354187, 0.6324218511581421, 0.660655677318573, 0.6922038793563843, 0.5329686999320984, 0.9376921057701111, 0.5910105109214783, 0.5578230619430542, 0.6199625134468079, 0.5896023511886597, 0.42285943031311035, 0.6831656098365784, 0.5643476247787476, 0.4658459424972534, 0.6794432997703552, 0.5403810739517212, 0.48741665482521057, 0.4722726345062256, 0.6198444962501526, 0.6080213785171509, 0.47654420137405396, 0.5027657747268677, 0.5617024898529053, 0.5106838941574097]"
h0lgy8tw,fp6_e3m2_fp6_e3m2,46.99367707669939,"[4.400390625, 3.76171875, 3.453125, 3.259765625, 3.091796875, 2.978515625, 2.904296875, 2.845703125, 2.7822265625, 2.73828125, 2.6875, 2.6328125, 2.59765625, 2.564453125, 2.544921875, 2.517578125, 2.486328125, 2.478515625, 2.4453125, 2.4404296875, 2.431640625, 2.4072265625, 2.396484375, 2.373046875, 2.3720703125, 2.3544921875, 2.3671875, 2.353515625, 2.3251953125, 2.3330078125, 2.31640625, 2.298828125, 2.3173828125, 2.279296875, 2.3017578125, 2.3046875, 2.3134765625, 2.2890625, 2.294921875, 2.291015625, 2.2978515625, 2.2744140625, 2.2626953125, 2.267578125, 2.291015625, 2.2705078125, 2.2783203125]","[0.46559664607048035, 0.24066448211669922, 0.2770116329193115, 0.35716909170150757, 0.5663477778434753, 0.5901954770088196, 0.7746917605400085, 0.7282589077949524, 0.9553385972976685, 1.0859367847442627, 1.0313003063201904, 1.0685746669769287, 0.8625296950340271, 0.7150380611419678, 0.8769077658653259, 0.8559370636940002, 0.9099152684211731, 0.6202114820480347, 0.8128520250320435, 0.7298314571380615, 0.8591272234916687, 0.7619805335998535, 0.7907371520996094, 0.8799415230751038, 0.7231704592704773, 0.820798933506012, 0.5049999356269836, 0.637283444404602, 0.8282228708267212, 0.5518325567245483, 0.5515676736831665, 0.69819575548172, 0.5681413412094116, 0.5730476379394531, 0.5260893106460571, 0.5806156396865845, 0.6680004000663757, 0.6922953724861145, 0.5667762756347656, 0.39263659715652466, 0.5757216811180115, 0.5240447521209717, 0.5899211168289185, 0.5710521340370178, 0.5618622899055481, 0.5245707035064697, 0.507533848285675]"
bb3ib83a,fp6_e3m2_fp6_e3m2,26.897690705005836,"[4.201171875, 3.58984375, 3.2939453125, 3.0966796875, 2.9638671875, 2.8486328125, 2.7734375, 2.7197265625, 2.65234375, 2.6103515625, 2.5654296875, 2.513671875, 2.486328125, 2.45703125, 2.4404296875, 2.4169921875, 2.3896484375, 2.390625, 2.3623046875, 2.35546875, 2.3505859375, 2.326171875, 2.3203125, 2.291015625, 2.3037109375, 2.28125, 2.2998046875, 2.2890625, 2.263671875, 2.279296875, 2.26171875, 2.2412109375, 2.2646484375, 2.2294921875, 2.255859375, 2.259765625]","[0.4298604726791382, 0.3296874761581421, 0.32454854249954224, 0.637178897857666, 1.2289506196975708, 0.8752801418304443, 1.0565108060836792, 0.9604392647743225, 1.0316743850708008, 1.1347612142562866, 0.9410992860794067, 0.9576172828674316, 0.9461614489555359, 0.8629041910171509, 0.8459299206733704, 0.8113135099411011, 0.9464423060417175, 0.7492199540138245, 0.6735203266143799, 0.6763642430305481, 0.5613909959793091, 0.6285008788108826, 0.6252968311309814, 0.6216551065444946, 0.646740734577179, 0.640031635761261, 0.6136181354522705, 0.6220839619636536, 0.5925074219703674, 0.5595634579658508, 0.5391136407852173, 0.5501548051834106, 0.5497181415557861, 0.5081556439399719, 0.526418149471283, 0.5034968256950378]"
keu87hh9,fp6_e3m2_fp6_e3m2,16.064505703128184,"[3.974609375, 3.455078125, 3.13671875, 2.98046875, 2.841796875, 2.7255859375, 2.6494140625, 2.599609375, 2.5341796875, 2.4990234375, 2.458984375, 2.412109375, 2.3837890625, 2.359375, 2.3466796875, 2.328125, 2.3046875, 2.30859375, 2.279296875, 2.2763671875, 2.2763671875, 2.26171875, 2.2548828125, 2.2314453125, 2.248046875, 2.2294921875, 2.2529296875]","[0.3234981596469879, 0.2965216636657715, 0.3772384822368622, 0.9094826579093933, 0.7981313467025757, 0.801969051361084, 0.8430565595626831, 0.8496391773223877, 0.8767232894897461, 0.9817768335342407, 0.7278005480766296, 0.7162255644798279, 0.6352571249008179, 0.7570237517356873, 0.830193281173706, 0.6688384413719177, 0.6726223826408386, 0.6225501894950867, 0.5705612897872925, 0.49675777554512024, 0.5181073546409607, 0.5970650315284729, 0.5390633344650269, 0.5003880262374878, 0.5371515154838562, 0.439805805683136, 0.41227293014526367]"
b9mrjvxm,fp6_e3m2_fp6_e3m2,9.924707337544728,"[3.857421875, 3.3740234375, 3.0458984375, 2.8935546875, 2.75390625, 2.6396484375, 2.568359375, 2.5244140625, 2.4638671875, 2.431640625, 2.39453125, 2.3505859375, 2.328125, 2.3017578125, 2.2939453125, 2.279296875, 2.2578125, 2.2666015625, 2.2431640625, 2.248046875, 2.248046875]","[0.29564130306243896, 0.39607343077659607, 0.7664469480514526, 1.0276494026184082, 0.7163341641426086, 0.6416449546813965, 0.7789180874824524, 0.681817889213562, 0.9168537855148315, 0.7752193808555603, 0.6093874573707581, 0.663324236869812, 0.5931496620178223, 0.685806930065155, 0.5317485332489014, 0.5474113821983337, 0.5596761107444763, 0.4555480480194092, 0.4680802524089813, 0.43420299887657166, 0.4396899938583374]"
dbm8emxq,fp6_e3m2_fp6_e3m2,6.301510730898033,"[3.70703125, 3.2333984375, 2.9375, 2.7763671875, 2.650390625, 2.544921875, 2.48046875, 2.439453125, 2.3837890625, 2.3525390625, 2.32421875, 2.279296875, 2.2626953125, 2.2421875, 2.23828125, 2.2275390625, 2.2119140625]","[0.2731733024120331, 0.4425669014453888, 0.7575047612190247, 0.7944826483726501, 0.9492904543876648, 0.7505331635475159, 0.9094453454017639, 0.7061829566955566, 0.6419575214385986, 0.5791966915130615, 0.7135576009750366, 0.6859927773475647, 0.5693077445030212, 0.6468881368637085, 0.46092385053634644, 0.48625341057777405, 0.4835314452648163]"
xjr4sg1h,fp6_e3m2_fp6_e3m2,4.1006241080367225,"[3.6259765625, 3.125, 2.84375, 2.6982421875, 2.5712890625, 2.474609375, 2.416015625, 2.3818359375, 2.3369140625, 2.310546875, 2.2890625, 2.2529296875, 2.25, 2.234375]","[0.29016831517219543, 0.7106905579566956, 0.5968614220619202, 0.8325443863868713, 0.5074429512023926, 0.54384446144104, 0.6577204465866089, 0.5068662166595459, 0.5777983665466309, 0.39350682497024536, 0.47061023116111755, 0.3792649805545807, 0.4756474196910858, 0.4259646534919739]"
2q7aqub7,fp6_e3m2_fp6_e3m2,2.727973484727831,"[3.55859375, 3.0419921875, 2.7666015625, 2.63671875, 2.51953125, 2.4306640625, 2.3759765625, 2.3515625, 2.3134765625, 2.2978515625, 2.28515625]","[0.532760500907898, 0.786285936832428, 0.7334312200546265, 0.6039978861808777, 0.4555076062679291, 0.5458993315696716, 0.48875415325164795, 0.44395050406455994, 0.5711321830749512, 0.518541157245636, 0.5053897500038147]"
ycrq1rjp,fp6_e3m2_fp6_e3m2,191.01783631478932,"[4.5859375, 4.142578125, 3.7900390625, 3.5947265625, 3.4638671875, 3.3388671875, 3.251953125, 3.1611328125, 3.09765625, 3.0537109375, 2.9970703125, 2.931640625, 2.90625, 2.87109375, 2.84765625, 2.8173828125, 2.7802734375, 2.767578125, 2.7236328125, 2.7119140625, 2.6904296875, 2.65625, 2.6435546875, 2.6123046875, 2.595703125, 2.5810546875, 2.5771484375, 2.548828125, 2.515625, 2.5126953125, 2.490234375, 2.4609375, 2.4775390625, 2.431640625, 2.4443359375, 2.4423828125, 2.44140625, 2.408203125, 2.4091796875, 2.3984375, 2.3994140625, 2.3681640625, 2.35546875, 2.34765625, 2.3671875, 2.3369140625, 2.33984375, 2.3330078125, 2.3310546875, 2.33203125, 2.302734375, 2.302734375, 2.2998046875, 2.287109375, 2.2939453125, 2.2734375, 2.2626953125, 2.2607421875, 2.259765625, 2.2607421875, 2.2421875, 2.232421875, 2.2431640625, 2.2275390625, 2.224609375, 2.23046875, 2.2294921875, 2.208984375, 2.23046875, 2.2158203125, 2.2041015625, 2.1904296875, 2.1884765625, 2.1826171875, 2.2109375, 2.2080078125, 2.2041015625, 2.1884765625, 2.1923828125, 2.1806640625, 2.17578125, 2.18359375, 2.185546875, 2.17578125, 2.1669921875, 2.16015625, 2.1650390625, 2.1572265625, 2.1640625, 2.1572265625, 2.154296875, 2.15234375, 2.16796875, 2.1611328125, 2.1533203125, 2.1484375, 2.1376953125, 2.1484375, 2.1455078125, 2.13671875, 2.138671875, 2.1611328125, 2.16796875, 2.1279296875, 2.1376953125, 2.1455078125, 2.14453125, 2.1474609375, 2.13671875, 2.15625, 2.1513671875, 2.1318359375, 2.125, 2.146484375, 2.14453125, 2.150390625, 2.1455078125, 2.146484375, 2.1396484375, 2.1474609375, 2.1259765625, 2.12890625, 2.134765625, 2.1279296875, 2.1220703125, 2.150390625, 2.1220703125, 2.11328125, 2.123046875, 2.1171875, 2.1142578125, 2.1259765625, 2.14453125, 2.1435546875, 2.11328125, 2.119140625, 2.126953125, 2.1083984375, 2.1259765625, 2.109375, 2.111328125, 2.1083984375]","[0.4973103106021881, 0.382167786359787, 0.2565452456474304, 0.23771792650222778, 0.32611069083213806, 0.3751427233219147, 1.4836125373840332, 0.5004851818084717, 0.6560136675834656, 1.3004889488220215, 0.6670730710029602, 0.6843729019165039, 0.8708144426345825, 1.072644829750061, 1.079719066619873, 1.528043270111084, 1.8956754207611084, 1.3465330600738525, 1.1067498922348022, 1.8940229415893555, 1.0887738466262817, 1.2880942821502686, 1.5017132759094238, 1.8721129894256592, 0.8143605589866638, 2.1575095653533936, 1.1474614143371582, 0.7278679013252258, 1.1118810176849365, 0.7914541363716125, 0.8543201088905334, 0.9503075480461121, 1.0031623840332031, 1.1926010847091675, 0.8198540210723877, 1.1486515998840332, 0.8678686618804932, 0.8639867901802063, 0.8579963445663452, 0.7170211672782898, 0.6507813334465027, 0.7798670530319214, 0.7587361335754395, 0.6819900870323181, 0.7091540694236755, 0.6858115196228027, 0.7127521634101868, 0.7084862589836121, 0.7324085235595703, 0.5988360643386841, 0.8061798214912415, 0.825179934501648, 0.5500981211662292, 0.6440030932426453, 0.7581607699394226, 0.6082549691200256, 0.5553416609764099, 0.5638529062271118, 0.5402138233184814, 0.5790272951126099, 0.7188588380813599, 0.5342373251914978, 0.6177912354469299, 0.5631809830665588, 0.608066976070404, 0.5960466861724854, 0.6146617531776428, 0.5128710865974426, 0.4794219732284546, 0.5666230916976929, 0.5358015298843384, 0.4469038248062134, 0.4333968460559845, 0.6458860039710999, 0.5591490864753723, 0.5941492915153503, 0.5844897627830505, 0.4610421359539032, 0.4539336562156677, 0.4986031949520111, 0.5266998410224915, 0.5030496120452881, 0.5382509231567383, 0.5605979561805725, 0.503131628036499, 0.5013230443000793, 0.42806994915008545, 0.5061357021331787, 0.49107930064201355, 0.47348806262016296, 0.5731516480445862, 0.5165613293647766, 0.4859766960144043, 0.5443294048309326, 0.48238831758499146, 0.5001144409179688, 0.5113555192947388, 0.4349476397037506, 0.45298224687576294, 0.4405922293663025, 0.5608686804771423, 0.49939286708831787, 0.46282505989074707, 0.5367980003356934, 0.421234667301178, 0.3810269832611084, 0.4270015060901642, 0.384056955575943, 0.418485164642334, 0.3528832793235779, 0.43032655119895935, 0.37462469935417175, 0.4348166584968567, 0.4436960220336914, 0.4095619022846222, 0.36925581097602844, 0.427402138710022, 0.3970834016799927, 0.4534202814102173, 0.4070420563220978, 0.3876827359199524, 0.4334193766117096, 0.38359686732292175, 0.39228761196136475, 0.3154449164867401, 0.4106746315956116, 0.4001483917236328, 0.41541892290115356, 0.36607474088668823, 0.44983336329460144, 0.39203405380249023, 0.44543465971946716, 0.40551668405532837, 0.372480183839798, 0.4252243936061859, 0.40903612971305847, 0.383847713470459, 0.4820117950439453, 0.3852679133415222, 0.40012601017951965, 0.39353135228157043, 0.44080469012260437]"
wqws5upa,fp6_e3m2_fp6_e3m2,102.77775080808932,"[4.482421875, 3.943359375, 3.59765625, 3.4423828125, 3.2783203125, 3.1396484375, 3.0537109375, 2.9892578125, 2.93359375, 2.88671875, 2.8388671875, 2.7802734375, 2.744140625, 2.7099609375, 2.681640625, 2.65234375, 2.6142578125, 2.6044921875, 2.5625, 2.5439453125, 2.53125, 2.4990234375, 2.4755859375, 2.4462890625, 2.4423828125, 2.4130859375, 2.4267578125, 2.4033203125, 2.3681640625, 2.375, 2.353515625, 2.326171875, 2.3369140625, 2.302734375, 2.318359375, 2.310546875, 2.314453125, 2.287109375, 2.28515625, 2.27734375, 2.2822265625, 2.251953125, 2.23828125, 2.234375, 2.251953125, 2.2216796875, 2.224609375, 2.21484375, 2.2177734375, 2.212890625, 2.1806640625, 2.1826171875, 2.1865234375, 2.169921875, 2.1796875, 2.1611328125, 2.1513671875, 2.15234375, 2.1484375, 2.1552734375, 2.1435546875, 2.1337890625, 2.1416015625, 2.1298828125, 2.1240234375, 2.1279296875, 2.1298828125, 2.1142578125, 2.1357421875, 2.123046875, 2.1123046875, 2.1015625, 2.1044921875, 2.09375, 2.119140625, 2.12158203125, 2.12109375, 2.1025390625, 2.107421875, 2.10009765625, 2.0986328125, 2.103515625, 2.1083984375, 2.0986328125, 2.0908203125, 2.083984375, 2.08984375, 2.087890625, 2.08984375, 2.0869140625, 2.083984375, 2.08154296875, 2.0986328125, 2.0927734375, 2.0849609375, 2.07861328125, 2.0751953125, 2.08203125, 2.0791015625, 2.07568359375, 2.07373046875, 2.09765625, 2.1005859375, 2.068359375]","[0.4856211245059967, 0.3154906928539276, 0.23631176352500916, 0.3483729064464569, 0.4089587926864624, 0.8010498285293579, 0.7135896682739258, 0.5288641452789307, 0.6503295302391052, 0.8640819191932678, 1.3066929578781128, 1.3663091659545898, 1.216683268547058, 1.1761784553527832, 0.9109002351760864, 1.0988826751708984, 1.0187687873840332, 1.1686699390411377, 1.1278271675109863, 0.8794826865196228, 1.2962157726287842, 1.1938382387161255, 0.8626933693885803, 0.9346552491188049, 0.8369671702384949, 0.8087142109870911, 0.883526086807251, 0.9588147401809692, 0.6184343695640564, 0.6336692571640015, 0.7085970044136047, 0.909046471118927, 0.695563018321991, 0.8034073114395142, 0.7778173089027405, 0.7104793190956116, 0.8820766806602478, 0.7299802899360657, 0.6391289234161377, 0.5888983607292175, 0.5540300607681274, 0.7717251181602478, 0.6163033246994019, 0.5771406292915344, 0.7717849016189575, 0.5362976789474487, 0.6066780090332031, 0.7222117781639099, 0.5098615884780884, 0.4766244888305664, 0.49111729860305786, 0.583126425743103, 0.5634860992431641, 0.7081993818283081, 0.4709731340408325, 0.44593068957328796, 0.5539921522140503, 0.5598340034484863, 0.6749119162559509, 0.5041006803512573, 0.4500907361507416, 0.5759208798408508, 0.4989808201789856, 0.5658149123191833, 0.5366028547286987, 0.4840947687625885, 0.4716036319732666, 0.4002266228199005, 0.4206829071044922, 0.4962223172187805, 0.49391576647758484, 0.439572811126709, 0.5373119711875916, 0.4821116030216217, 0.4014222323894501, 0.4545291066169739, 0.5092191696166992, 0.4651595652103424, 0.449086457490921, 0.5091248750686646, 0.3991277813911438, 0.5774322748184204, 0.5084864497184753, 0.45281144976615906, 0.4674561619758606, 0.41276314854621887, 0.4539702832698822, 0.38608312606811523, 0.3983878195285797, 0.40442728996276855, 0.34791067242622375, 0.38949811458587646, 0.490140438079834, 0.39401909708976746, 0.3701436519622803, 0.3886752426624298, 0.3958739936351776, 0.3565610349178314, 0.47831520438194275, 0.41758450865745544, 0.3929726481437683, 0.388383150100708, 0.45158323645591736, 0.463844358921051]"
