"Step","fp6_e2m3_fp6_e3m2 - optim/total_grad_norm","fp6_e2m3_fp6_e3m2 - optim/total_grad_norm__MIN","fp6_e2m3_fp6_e3m2 - optim/total_grad_norm__MAX"
"100","0.3797350525856018","0.3797350525856018","0.3797350525856018"
"200","0.29117777943611145","0.29117777943611145","0.29117777943611145"
"300","0.6002115607261658","0.6002115607261658","0.6002115607261658"
"400","0.6993800401687622","0.6993800401687622","0.6993800401687622"
"500","0.8638383150100708","0.8638383150100708","0.8638383150100708"
"600","1.0107144117355347","1.0107144117355347","1.0107144117355347"
"700","0.9067798852920532","0.9067798852920532","0.9067798852920532"
"800","1.2059590816497803","1.2059590816497803","1.2059590816497803"
"900","1.398376226425171","1.398376226425171","1.398376226425171"
"1000","1.629814624786377","1.629814624786377","1.629814624786377"
"1100","1.9449886083602905","1.9449886083602905","1.9449886083602905"
"1200","1.5883851051330566","1.5883851051330566","1.5883851051330566"
"1300","1.4161689281463623","1.4161689281463623","1.4161689281463623"
"1400","1.9375642538070679","1.9375642538070679","1.9375642538070679"
"1500","2.4338347911834717","2.4338347911834717","2.4338347911834717"
"1600","1.6802046298980713","1.6802046298980713","1.6802046298980713"
"1700","1.5209276676177979","1.5209276676177979","1.5209276676177979"
"1800","2.152815103530884","2.152815103530884","2.152815103530884"
"1900","1.7323427200317383","1.7323427200317383","1.7323427200317383"
"2000","1.5002784729003906","1.5002784729003906","1.5002784729003906"
"2100","1.4461686611175537","1.4461686611175537","1.4461686611175537"
"2200","1.4487383365631104","1.4487383365631104","1.4487383365631104"
"2300","1.52409827709198","1.52409827709198","1.52409827709198"
"2400","1.3450586795806885","1.3450586795806885","1.3450586795806885"
"2500","1.6728354692459106","1.6728354692459106","1.6728354692459106"
"2600","1.4645307064056396","1.4645307064056396","1.4645307064056396"
"2700","1.4247980117797852","1.4247980117797852","1.4247980117797852"
"2800","1.2330700159072876","1.2330700159072876","1.2330700159072876"
"2900","1.2387272119522095","1.2387272119522095","1.2387272119522095"
"3000","1.3060011863708496","1.3060011863708496","1.3060011863708496"
"3100","1.1922708749771118","1.1922708749771118","1.1922708749771118"
