"Step","fp8_e5m2_fp8_e5m2 - optim/total_grad_norm","fp8_e5m2_fp8_e5m2 - optim/total_grad_norm__MIN","fp8_e5m2_fp8_e5m2 - optim/total_grad_norm__MAX"
"100","0.374737024307251","0.374737024307251","0.374737024307251"
"200","0.33610400557518005","0.33610400557518005","0.33610400557518005"
"300","0.5280526876449585","0.5280526876449585","0.5280526876449585"
"400","0.637107789516449","0.637107789516449","0.637107789516449"
"500","1.081576943397522","1.081576943397522","1.081576943397522"
"600","1.233856201171875","1.233856201171875","1.233856201171875"
"700","1.2798269987106323","1.2798269987106323","1.2798269987106323"
"800","1.2922571897506714","1.2922571897506714","1.2922571897506714"
"900","2.039663791656494","2.039663791656494","2.039663791656494"
"1000","1.331033706665039","1.331033706665039","1.331033706665039"
"1100","2.8169167041778564","2.8169167041778564","2.8169167041778564"
"1200","1.647329330444336","1.647329330444336","1.647329330444336"
"1300","1.0332410335540771","1.0332410335540771","1.0332410335540771"
"1400","1.9519351720809937","1.9519351720809937","1.9519351720809937"
"1500","3.3527073860168457","3.3527073860168457","3.3527073860168457"
"1600","1.9617096185684204","1.9617096185684204","1.9617096185684204"
"1700","1.4365683794021606","1.4365683794021606","1.4365683794021606"
"1800","1.1556957960128784","1.1556957960128784","1.1556957960128784"
"1900","1.4832684993743896","1.4832684993743896","1.4832684993743896"
"2000","1.5364304780960083","1.5364304780960083","1.5364304780960083"
"2100","1.4136816263198853","1.4136816263198853","1.4136816263198853"
"2200","1.2762869596481323","1.2762869596481323","1.2762869596481323"
"2300","1.335654377937317","1.335654377937317","1.335654377937317"
"2400","1.6405115127563477","1.6405115127563477","1.6405115127563477"
"2500","1.7653298377990723","1.7653298377990723","1.7653298377990723"
"2600","1.729079246520996","1.729079246520996","1.729079246520996"
"2700","1.1109908819198608","1.1109908819198608","1.1109908819198608"
"2800","1.3831340074539185","1.3831340074539185","1.3831340074539185"
"2900","1.2292793989181519","1.2292793989181519","1.2292793989181519"
"3000","1.10429048538208","1.10429048538208","1.10429048538208"
"3100","1.2388269901275635","1.2388269901275635","1.2388269901275635"
"3200","1.3776016235351562","1.3776016235351562","1.3776016235351562"
"3300","0.9247221350669861","0.9247221350669861","0.9247221350669861"
"3400","1.039632797241211","1.039632797241211","1.039632797241211"
"3500","1.3386669158935547","1.3386669158935547","1.3386669158935547"
"3600","1.0408756732940674","1.0408756732940674","1.0408756732940674"
"3700","1.0168030261993408","1.0168030261993408","1.0168030261993408"
"3800","1.0058037042617798","1.0058037042617798","1.0058037042617798"
"3900","1.0307271480560303","1.0307271480560303","1.0307271480560303"
"4000","1.1175942420959473","1.1175942420959473","1.1175942420959473"
"4100","1.0743646621704102","1.0743646621704102","1.0743646621704102"
"4200","0.9161511063575745","0.9161511063575745","0.9161511063575745"
"4300","1.0113749504089355","1.0113749504089355","1.0113749504089355"
"4400","0.8858861923217773","0.8858861923217773","0.8858861923217773"
"4500","0.838964581489563","0.838964581489563","0.838964581489563"
"4600","0.8234816789627075","0.8234816789627075","0.8234816789627075"
"4700","0.7979300618171692","0.7979300618171692","0.7979300618171692"
"4800","0.8359172344207764","0.8359172344207764","0.8359172344207764"
"4900","0.9421363472938538","0.9421363472938538","0.9421363472938538"
"5000","0.8815770745277405","0.8815770745277405","0.8815770745277405"
"5100","0.8558973073959351","0.8558973073959351","0.8558973073959351"
"5200","0.7567156553268433","0.7567156553268433","0.7567156553268433"
"5300","0.8550138473510742","0.8550138473510742","0.8550138473510742"
"5400","0.9993783831596375","0.9993783831596375","0.9993783831596375"
"5500","0.7536113262176514","0.7536113262176514","0.7536113262176514"
"5600","0.7002183198928833","0.7002183198928833","0.7002183198928833"
"5700","0.7094461917877197","0.7094461917877197","0.7094461917877197"
"5800","0.6928182244300842","0.6928182244300842","0.6928182244300842"
"5900","0.5755550265312195","0.5755550265312195","0.5755550265312195"
