"Step","fp6_e2m3_fp6_e3m2 - train/CrossEntropyLoss","fp6_e2m3_fp6_e3m2 - train/CrossEntropyLoss__MIN","fp6_e2m3_fp6_e3m2 - train/CrossEntropyLoss__MAX"
"1320","2.455078125","2.455078125","2.455078125"
"1330","2.4716796875","2.4716796875","2.4716796875"
"1340","2.478515625","2.478515625","2.478515625"
"1350","2.4501953125","2.4501953125","2.4501953125"
"1360","2.4697265625","2.4697265625","2.4697265625"
"1370","2.439453125","2.439453125","2.439453125"
"1380","2.4638671875","2.4638671875","2.4638671875"
"1390","2.421875","2.421875","2.421875"
"1400","2.427734375","2.427734375","2.427734375"
"1410","2.421875","2.421875","2.421875"
"1420","2.4326171875","2.4326171875","2.4326171875"
"1430","2.4140625","2.4140625","2.4140625"
"1440","2.4248046875","2.4248046875","2.4248046875"
"1450","2.4130859375","2.4130859375","2.4130859375"
"1460","2.4423828125","2.4423828125","2.4423828125"
"1470","2.408203125","2.408203125","2.408203125"
"1480","2.4130859375","2.4130859375","2.4130859375"
"1490","2.4296875","2.4296875","2.4296875"
"1500","2.4072265625","2.4072265625","2.4072265625"
"1510","2.4072265625","2.4072265625","2.4072265625"
"1520","2.4150390625","2.4150390625","2.4150390625"
"1530","2.4111328125","2.4111328125","2.4111328125"
"1540","2.3994140625","2.3994140625","2.3994140625"
"1550","2.4248046875","2.4248046875","2.4248046875"
"1560","2.39453125","2.39453125","2.39453125"
"1570","2.396484375","2.396484375","2.396484375"
"1580","2.392578125","2.392578125","2.392578125"
"1590","2.408203125","2.408203125","2.408203125"
"1600","2.3857421875","2.3857421875","2.3857421875"
"1610","2.365234375","2.365234375","2.365234375"
"1620","2.37890625","2.37890625","2.37890625"
"1630","2.3828125","2.3828125","2.3828125"
"1640","2.3623046875","2.3623046875","2.3623046875"
"1650","2.376953125","2.376953125","2.376953125"
"1660","2.3798828125","2.3798828125","2.3798828125"
"1670","2.365234375","2.365234375","2.365234375"
"1680","2.3681640625","2.3681640625","2.3681640625"
"1690","2.37890625","2.37890625","2.37890625"
"1700","2.34765625","2.34765625","2.34765625"
"1710","2.3525390625","2.3525390625","2.3525390625"
"1720","2.3583984375","2.3583984375","2.3583984375"
"1730","2.337890625","2.337890625","2.337890625"
"1740","2.34375","2.34375","2.34375"
"1750","2.34765625","2.34765625","2.34765625"
"1760","2.3486328125","2.3486328125","2.3486328125"
"1770","2.3310546875","2.3310546875","2.3310546875"
"1780","2.3427734375","2.3427734375","2.3427734375"
"1790","2.337890625","2.337890625","2.337890625"
"1800","2.3349609375","2.3349609375","2.3349609375"
"1810","2.3330078125","2.3330078125","2.3330078125"
"1820","2.3388671875","2.3388671875","2.3388671875"
"1830","2.318359375","2.318359375","2.318359375"
"1840","2.3349609375","2.3349609375","2.3349609375"
"1850","2.3330078125","2.3330078125","2.3330078125"
"1860","2.3310546875","2.3310546875","2.3310546875"
"1870","2.3310546875","2.3310546875","2.3310546875"
"1880","2.328125","2.328125","2.328125"
"1890","2.3115234375","2.3115234375","2.3115234375"
"1900","2.3037109375","2.3037109375","2.3037109375"
"1910","2.310546875","2.310546875","2.310546875"
"1920","2.3134765625","2.3134765625","2.3134765625"
"1930","2.3349609375","2.3349609375","2.3349609375"
"1940","2.302734375","2.302734375","2.302734375"
"1950","2.306640625","2.306640625","2.306640625"
"1960","2.302734375","2.302734375","2.302734375"
"1970","2.322265625","2.322265625","2.322265625"
"1980","2.314453125","2.314453125","2.314453125"
"1990","2.2861328125","2.2861328125","2.2861328125"
"2000","2.287109375","2.287109375","2.287109375"
"2010","2.2841796875","2.2841796875","2.2841796875"
"2020","2.3076171875","2.3076171875","2.3076171875"
"2030","2.279296875","2.279296875","2.279296875"
"2040","2.298828125","2.298828125","2.298828125"
"2050","2.296875","2.296875","2.296875"
"2060","2.263671875","2.263671875","2.263671875"
"2070","2.2802734375","2.2802734375","2.2802734375"
"2080","2.2724609375","2.2724609375","2.2724609375"
"2090","2.2685546875","2.2685546875","2.2685546875"
"2100","2.28125","2.28125","2.28125"
"2110","2.287109375","2.287109375","2.287109375"
"2120","2.2705078125","2.2705078125","2.2705078125"
"2130","2.263671875","2.263671875","2.263671875"
"2140","2.2587890625","2.2587890625","2.2587890625"
"2150","2.2578125","2.2578125","2.2578125"
"2160","2.265625","2.265625","2.265625"
"2170","2.240234375","2.240234375","2.240234375"
"2180","2.248046875","2.248046875","2.248046875"
"2190","2.259765625","2.259765625","2.259765625"
"2200","2.2431640625","2.2431640625","2.2431640625"
"2210","2.263671875","2.263671875","2.263671875"
"2220","2.236328125","2.236328125","2.236328125"
"2230","2.251953125","2.251953125","2.251953125"
"2240","2.240234375","2.240234375","2.240234375"
"2250","2.2412109375","2.2412109375","2.2412109375"
"2260","2.2373046875","2.2373046875","2.2373046875"
"2270","2.212890625","2.212890625","2.212890625"
"2280","2.23046875","2.23046875","2.23046875"
"2290","2.234375","2.234375","2.234375"
"2300","2.21875","2.21875","2.21875"
"2310","2.2431640625","2.2431640625","2.2431640625"
"2320","2.2099609375","2.2099609375","2.2099609375"
"2330","2.21875","2.21875","2.21875"
"2340","2.189453125","2.189453125","2.189453125"
"2350","2.2197265625","2.2197265625","2.2197265625"
"2360","2.2041015625","2.2041015625","2.2041015625"
"2370","2.2080078125","2.2080078125","2.2080078125"
"2380","2.1982421875","2.1982421875","2.1982421875"
"2390","2.20703125","2.20703125","2.20703125"
"2400","2.1826171875","2.1826171875","2.1826171875"
"2410","2.1943359375","2.1943359375","2.1943359375"
"2420","2.1982421875","2.1982421875","2.1982421875"
"2430","2.212890625","2.212890625","2.212890625"
"2440","2.2138671875","2.2138671875","2.2138671875"
"2450","2.1728515625","2.1728515625","2.1728515625"
"2460","2.18359375","2.18359375","2.18359375"
"2470","2.1787109375","2.1787109375","2.1787109375"
"2480","2.2060546875","2.2060546875","2.2060546875"
"2490","2.19921875","2.19921875","2.19921875"
"2500","2.1845703125","2.1845703125","2.1845703125"
"2510","2.162109375","2.162109375","2.162109375"
"2520","2.1806640625","2.1806640625","2.1806640625"
"2530","2.1845703125","2.1845703125","2.1845703125"
"2540","2.189453125","2.189453125","2.189453125"
"2550","2.166015625","2.166015625","2.166015625"
"2560","2.17578125","2.17578125","2.17578125"
"2570","2.1806640625","2.1806640625","2.1806640625"
"2580","2.1630859375","2.1630859375","2.1630859375"
"2590","2.1572265625","2.1572265625","2.1572265625"
"2600","2.154296875","2.154296875","2.154296875"
"2610","2.1640625","2.1640625","2.1640625"
"2620","2.140625","2.140625","2.140625"
"2630","2.1640625","2.1640625","2.1640625"
"2640","2.18359375","2.18359375","2.18359375"
"2650","2.1513671875","2.1513671875","2.1513671875"
"2660","2.15234375","2.15234375","2.15234375"
"2670","2.173828125","2.173828125","2.173828125"
"2680","2.1572265625","2.1572265625","2.1572265625"
"2690","2.1435546875","2.1435546875","2.1435546875"
"2700","2.150390625","2.150390625","2.150390625"
"2710","2.146484375","2.146484375","2.146484375"
"2720","2.134765625","2.134765625","2.134765625"
"2730","2.140625","2.140625","2.140625"
"2740","2.16015625","2.16015625","2.16015625"
"2750","2.1494140625","2.1494140625","2.1494140625"
"2760","2.1298828125","2.1298828125","2.1298828125"
"2770","2.1240234375","2.1240234375","2.1240234375"
"2780","2.1357421875","2.1357421875","2.1357421875"
"2790","2.1455078125","2.1455078125","2.1455078125"
"2800","2.1376953125","2.1376953125","2.1376953125"
"2810","2.1533203125","2.1533203125","2.1533203125"
"2820","2.1171875","2.1171875","2.1171875"
"2830","2.1240234375","2.1240234375","2.1240234375"
"2840","2.1328125","2.1328125","2.1328125"
"2850","2.1328125","2.1328125","2.1328125"
"2860","2.1201171875","2.1201171875","2.1201171875"
"2870","2.11328125","2.11328125","2.11328125"
"2880","2.125","2.125","2.125"
"2890","2.1416015625","2.1416015625","2.1416015625"
"2900","2.10546875","2.10546875","2.10546875"
"2910","2.10546875","2.10546875","2.10546875"
"2920","2.099609375","2.099609375","2.099609375"
"2930","2.1240234375","2.1240234375","2.1240234375"
"2940","2.1005859375","2.1005859375","2.1005859375"
"2950","2.10546875","2.10546875","2.10546875"
"2960","2.0986328125","2.0986328125","2.0986328125"
"2970","2.0908203125","2.0908203125","2.0908203125"
"2980","2.0869140625","2.0869140625","2.0869140625"
"2990","2.099609375","2.099609375","2.099609375"
"3000","2.1044921875","2.1044921875","2.1044921875"
"3010","2.1123046875","2.1123046875","2.1123046875"
"3020","2.08984375","2.08984375","2.08984375"
"3030","2.1220703125","2.1220703125","2.1220703125"
"3040","2.1044921875","2.1044921875","2.1044921875"
"3050","2.0927734375","2.0927734375","2.0927734375"
"3060","2.07421875","2.07421875","2.07421875"
"3070","2.0849609375","2.0849609375","2.0849609375"
"3080","2.0888671875","2.0888671875","2.0888671875"
"3090","2.0849609375","2.0849609375","2.0849609375"
"3100","2.080078125","2.080078125","2.080078125"
"3110","2.0849609375","2.0849609375","2.0849609375"
"3120","2.0830078125","2.0830078125","2.0830078125"
"3130","2.0859375","2.0859375","2.0859375"
"3140","2.099609375","2.099609375","2.099609375"
"3150","2.09375","2.09375","2.09375"
"3160","2.087890625","2.087890625","2.087890625"
"3170","2.07470703125","2.07470703125","2.07470703125"
"3180","2.07177734375","2.07177734375","2.07177734375"
"3190","2.0810546875","2.0810546875","2.0810546875"
"3200","2.05517578125","2.05517578125","2.05517578125"
"3210","2.0556640625","2.0556640625","2.0556640625"
"3220","2.064453125","2.064453125","2.064453125"
"3230","2.07421875","2.07421875","2.07421875"
"3240","2.0615234375","2.0615234375","2.0615234375"
"3250","2.0595703125","2.0595703125","2.0595703125"
"3260","2.0546875","2.0546875","2.0546875"
"3270","2.05859375","2.05859375","2.05859375"
"3280","2.07421875","2.07421875","2.07421875"
"3290","2.05859375","2.05859375","2.05859375"
"3300","2.0693359375","2.0693359375","2.0693359375"
"3310","2.0517578125","2.0517578125","2.0517578125"
"3320","2.046875","2.046875","2.046875"
"3330","2.05029296875","2.05029296875","2.05029296875"
"3340","2.0419921875","2.0419921875","2.0419921875"
"3350","2.0517578125","2.0517578125","2.0517578125"
"3360","2.0615234375","2.0615234375","2.0615234375"
"3370","2.0625","2.0625","2.0625"
"3380","2.03271484375","2.03271484375","2.03271484375"
"3390","2.0537109375","2.0537109375","2.0537109375"
"3400","2.02587890625","2.02587890625","2.02587890625"
"3410","2.03515625","2.03515625","2.03515625"
"3420","2.04541015625","2.04541015625","2.04541015625"
"3430","2.04443359375","2.04443359375","2.04443359375"
"3440","2.05029296875","2.05029296875","2.05029296875"
"3450","2.04248046875","2.04248046875","2.04248046875"
"3460","2.0556640625","2.0556640625","2.0556640625"
"3470","2.0712890625","2.0712890625","2.0712890625"
"3480","2.048828125","2.048828125","2.048828125"
"3490","2.03466796875","2.03466796875","2.03466796875"
"3500","2.04345703125","2.04345703125","2.04345703125"
"3510","2.03564453125","2.03564453125","2.03564453125"
"3520","2.046875","2.046875","2.046875"
"3530","2.0302734375","2.0302734375","2.0302734375"
"3540","2.025390625","2.025390625","2.025390625"
"3550","2.02294921875","2.02294921875","2.02294921875"
"3560","2.0244140625","2.0244140625","2.0244140625"
"3570","2.01220703125","2.01220703125","2.01220703125"
"3580","2.02587890625","2.02587890625","2.02587890625"
"3590","2.05126953125","2.05126953125","2.05126953125"
"3600","2.0322265625","2.0322265625","2.0322265625"
"3610","2.0244140625","2.0244140625","2.0244140625"
"3620","2.017578125","2.017578125","2.017578125"
"3630","2.0361328125","2.0361328125","2.0361328125"
"3640","2.02099609375","2.02099609375","2.02099609375"
"3650","2.0126953125","2.0126953125","2.0126953125"
"3660","2.01513671875","2.01513671875","2.01513671875"
"3670","2.01513671875","2.01513671875","2.01513671875"
"3680","2.0029296875","2.0029296875","2.0029296875"
"3690","2.02197265625","2.02197265625","2.02197265625"
"3700","2.03125","2.03125","2.03125"
"3710","1.99853515625","1.99853515625","1.99853515625"
"3720","2.01708984375","2.01708984375","2.01708984375"
"3730","2.015625","2.015625","2.015625"
"3740","2.01025390625","2.01025390625","2.01025390625"
"3750","1.99853515625","1.99853515625","1.99853515625"
"3760","2.01904296875","2.01904296875","2.01904296875"
"3770","2.01513671875","2.01513671875","2.01513671875"
"3780","2.01953125","2.01953125","2.01953125"
"3790","2.015625","2.015625","2.015625"
"3800","2.00439453125","2.00439453125","2.00439453125"
"3810","2.01416015625","2.01416015625","2.01416015625"
"3820","2.0126953125","2.0126953125","2.0126953125"
"3830","1.986328125","1.986328125","1.986328125"
"3840","2.00732421875","2.00732421875","2.00732421875"
"3850","1.98974609375","1.98974609375","1.98974609375"
"3860","1.99853515625","1.99853515625","1.99853515625"
"3870","2.0048828125","2.0048828125","2.0048828125"
"3880","1.98876953125","1.98876953125","1.98876953125"
"3890","2.01708984375","2.01708984375","2.01708984375"
"3900","2.001953125","2.001953125","2.001953125"
"3910","1.978515625","1.978515625","1.978515625"
"3920","1.99462890625","1.99462890625","1.99462890625"
"3930","1.98583984375","1.98583984375","1.98583984375"
"3940","2.01220703125","2.01220703125","2.01220703125"
"3950","1.99267578125","1.99267578125","1.99267578125"
"3960","1.9892578125","1.9892578125","1.9892578125"
"3970","1.994140625","1.994140625","1.994140625"
"3980","1.98388671875","1.98388671875","1.98388671875"
"3990","1.98193359375","1.98193359375","1.98193359375"
"4000","1.9990234375","1.9990234375","1.9990234375"
"4010","1.96044921875","1.96044921875","1.96044921875"
"4020","1.974609375","1.974609375","1.974609375"
"4030","1.99072265625","1.99072265625","1.99072265625"
"4040","1.99462890625","1.99462890625","1.99462890625"
"4050","1.99462890625","1.99462890625","1.99462890625"
"4060","1.96826171875","1.96826171875","1.96826171875"
"4070","1.96875","1.96875","1.96875"
"4080","1.9716796875","1.9716796875","1.9716796875"
"4090","1.9853515625","1.9853515625","1.9853515625"
"4100","2.0009765625","2.0009765625","2.0009765625"
"4110","1.9892578125","1.9892578125","1.9892578125"
"4120","1.986328125","1.986328125","1.986328125"
"4130","1.97412109375","1.97412109375","1.97412109375"
"4140","1.9619140625","1.9619140625","1.9619140625"
"4150","1.9814453125","1.9814453125","1.9814453125"
"4160","1.98046875","1.98046875","1.98046875"
"4170","1.9580078125","1.9580078125","1.9580078125"
"4180","1.95849609375","1.95849609375","1.95849609375"
"4190","1.97021484375","1.97021484375","1.97021484375"
"4200","1.9580078125","1.9580078125","1.9580078125"
"4210","1.96484375","1.96484375","1.96484375"
"4220","1.955078125","1.955078125","1.955078125"
"4230","1.95751953125","1.95751953125","1.95751953125"
"4240","1.94287109375","1.94287109375","1.94287109375"
"4250","1.95654296875","1.95654296875","1.95654296875"
"4260","1.95361328125","1.95361328125","1.95361328125"
"4270","1.96533203125","1.96533203125","1.96533203125"
"4280","1.970703125","1.970703125","1.970703125"
"4290","1.953125","1.953125","1.953125"
"4300","1.94287109375","1.94287109375","1.94287109375"
"4310","1.95751953125","1.95751953125","1.95751953125"
"4320","1.96826171875","1.96826171875","1.96826171875"
"4330","1.9560546875","1.9560546875","1.9560546875"
"4340","1.9619140625","1.9619140625","1.9619140625"
"4350","1.94140625","1.94140625","1.94140625"
"4360","1.96240234375","1.96240234375","1.96240234375"
"4370","1.9501953125","1.9501953125","1.9501953125"
"4380","1.95703125","1.95703125","1.95703125"
"4390","1.958984375","1.958984375","1.958984375"
"4400","1.9521484375","1.9521484375","1.9521484375"
"4410","1.9638671875","1.9638671875","1.9638671875"
"4420","1.9677734375","1.9677734375","1.9677734375"
"4430","1.95751953125","1.95751953125","1.95751953125"
"4440","1.94580078125","1.94580078125","1.94580078125"
"4450","1.9521484375","1.9521484375","1.9521484375"
"4460","1.955078125","1.955078125","1.955078125"
"4470","1.953125","1.953125","1.953125"
"4480","1.95361328125","1.95361328125","1.95361328125"
"4490","1.953125","1.953125","1.953125"
"4500","1.9619140625","1.9619140625","1.9619140625"
"4510","1.9404296875","1.9404296875","1.9404296875"
"4520","1.95556640625","1.95556640625","1.95556640625"
"4530","1.9580078125","1.9580078125","1.9580078125"
"4540","1.9375","1.9375","1.9375"
"4550","1.9560546875","1.9560546875","1.9560546875"
"4560","1.927734375","1.927734375","1.927734375"
"4570","1.96875","1.96875","1.96875"
"4580","1.93701171875","1.93701171875","1.93701171875"
"4590","1.94677734375","1.94677734375","1.94677734375"
"4600","1.93115234375","1.93115234375","1.93115234375"
"4610","1.92578125","1.92578125","1.92578125"
"4620","1.9150390625","1.9150390625","1.9150390625"
"4630","1.92919921875","1.92919921875","1.92919921875"
"4640","1.92431640625","1.92431640625","1.92431640625"
"4650","1.9228515625","1.9228515625","1.9228515625"
"4660","1.9443359375","1.9443359375","1.9443359375"
"4670","1.92138671875","1.92138671875","1.92138671875"
"4680","1.9375","1.9375","1.9375"
"4690","1.91552734375","1.91552734375","1.91552734375"
"4700","1.9365234375","1.9365234375","1.9365234375"
"4710","1.93408203125","1.93408203125","1.93408203125"
"4720","1.91259765625","1.91259765625","1.91259765625"
"4730","1.9169921875","1.9169921875","1.9169921875"
"4740","1.91650390625","1.91650390625","1.91650390625"
"4750","1.91259765625","1.91259765625","1.91259765625"
"4760","1.908203125","1.908203125","1.908203125"
"4770","1.92578125","1.92578125","1.92578125"
"4780","1.919921875","1.919921875","1.919921875"
"4790","1.94287109375","1.94287109375","1.94287109375"
"4800","1.92138671875","1.92138671875","1.92138671875"
"4810","1.9267578125","1.9267578125","1.9267578125"
"4820","1.9150390625","1.9150390625","1.9150390625"
"4830","1.919921875","1.919921875","1.919921875"
"4840","1.93896484375","1.93896484375","1.93896484375"
"4850","1.923828125","1.923828125","1.923828125"
"4860","1.9140625","1.9140625","1.9140625"
"4870","1.91748046875","1.91748046875","1.91748046875"
"4880","1.91259765625","1.91259765625","1.91259765625"
"4890","1.92333984375","1.92333984375","1.92333984375"
"4900","1.9287109375","1.9287109375","1.9287109375"
"4910","1.9169921875","1.9169921875","1.9169921875"
"4920","1.9130859375","1.9130859375","1.9130859375"
"4930","1.8994140625","1.8994140625","1.8994140625"
"4940","1.93994140625","1.93994140625","1.93994140625"
"4950","1.9033203125","1.9033203125","1.9033203125"
"4960","1.90966796875","1.90966796875","1.90966796875"
"4970","1.890625","1.890625","1.890625"
"4980","1.90234375","1.90234375","1.90234375"
"4990","1.90625","1.90625","1.90625"
"5000","1.91748046875","1.91748046875","1.91748046875"
"5010","1.89306640625","1.89306640625","1.89306640625"
"5020","1.9287109375","1.9287109375","1.9287109375"
"5030","1.91357421875","1.91357421875","1.91357421875"
"5040","1.9208984375","1.9208984375","1.9208984375"
"5050","1.9111328125","1.9111328125","1.9111328125"
"5060","1.904296875","1.904296875","1.904296875"
"5070","1.91015625","1.91015625","1.91015625"
"5080","1.8876953125","1.8876953125","1.8876953125"
"5090","1.91845703125","1.91845703125","1.91845703125"
"5100","1.88427734375","1.88427734375","1.88427734375"
"5110","1.92041015625","1.92041015625","1.92041015625"
"5120","1.8896484375","1.8896484375","1.8896484375"
"5130","1.88623046875","1.88623046875","1.88623046875"
"5140","1.884765625","1.884765625","1.884765625"
"5150","1.92626953125","1.92626953125","1.92626953125"
"5160","1.89892578125","1.89892578125","1.89892578125"
"5170","1.91064453125","1.91064453125","1.91064453125"
"5180","1.87890625","1.87890625","1.87890625"
"5190","1.9130859375","1.9130859375","1.9130859375"
"5200","1.8916015625","1.8916015625","1.8916015625"
"5210","1.90380859375","1.90380859375","1.90380859375"
"5220","1.8896484375","1.8896484375","1.8896484375"
"5230","1.89111328125","1.89111328125","1.89111328125"
"5240","1.8818359375","1.8818359375","1.8818359375"
"5250","1.8984375","1.8984375","1.8984375"
"5260","1.88623046875","1.88623046875","1.88623046875"
"5270","1.88427734375","1.88427734375","1.88427734375"
"5280","1.8779296875","1.8779296875","1.8779296875"
"5290","1.88134765625","1.88134765625","1.88134765625"
"5300","1.8935546875","1.8935546875","1.8935546875"
"5310","1.8798828125","1.8798828125","1.8798828125"
"5320","1.87939453125","1.87939453125","1.87939453125"
"5330","1.86865234375","1.86865234375","1.86865234375"
"5340","1.8828125","1.8828125","1.8828125"
"5350","1.88671875","1.88671875","1.88671875"
"5360","1.89697265625","1.89697265625","1.89697265625"
"5370","1.8642578125","1.8642578125","1.8642578125"
"5380","1.87841796875","1.87841796875","1.87841796875"
"5390","1.88427734375","1.88427734375","1.88427734375"
"5400","1.87255859375","1.87255859375","1.87255859375"
"5410","1.880859375","1.880859375","1.880859375"
"5420","1.8740234375","1.8740234375","1.8740234375"
"5430","1.8857421875","1.8857421875","1.8857421875"
"5440","1.88623046875","1.88623046875","1.88623046875"
"5450","1.8798828125","1.8798828125","1.8798828125"
"5460","1.8857421875","1.8857421875","1.8857421875"
"5470","1.86181640625","1.86181640625","1.86181640625"
"5480","1.8779296875","1.8779296875","1.8779296875"
"5490","1.88134765625","1.88134765625","1.88134765625"
"5500","1.8818359375","1.8818359375","1.8818359375"
"5510","1.85888671875","1.85888671875","1.85888671875"
"5520","1.8828125","1.8828125","1.8828125"
"5530","1.8896484375","1.8896484375","1.8896484375"
"5540","1.86572265625","1.86572265625","1.86572265625"
"5550","1.8828125","1.8828125","1.8828125"
"5560","1.857421875","1.857421875","1.857421875"
"5570","1.8740234375","1.8740234375","1.8740234375"
"5580","1.88525390625","1.88525390625","1.88525390625"
"5590","1.8525390625","1.8525390625","1.8525390625"
